dish_id, total_calories, total_mass, total_fat, total_carb, total_protein, ingredients
dish_1551237274, 9.200000, 23.000000, 0.046000, 2.070000, 0.460000, bell peppers
dish_1561576618, 57.924408, 188.000000, 2.318721, 8.419776, 1.749612, salt; olive oil; squash; eggplant
dish_1558463362, 20.880001, 116.000000, 0.232000, 4.524000, 1.044000, cherry tomatoes
dish_1563567372, 951.910889, 590.000000, 66.170242, 81.629341, 75.377937, cherry tomatoes; fish; salt; wheat berry; lemon juice; chard; kale; parsley; olive oil; pizza; shallots; garlic; chive
dish_1561404438, 366.069214, 169.000000, 23.856789, 6.257735, 32.327785, wheat berry; cauliflower; garlic; olive oil; salt; steak; lime
dish_1558380527, 385.952026, 112.000000, 30.576000, 4.704000, 21.616001, sausage
dish_1551377316, 66.330002, 67.000000, 0.201000, 0.134000, 16.080000, shrimp
dish_1558725734, 30.750000, 75.000000, 0.150000, 7.500000, 0.675000, carrot
dish_1560787817, 292.229004, 165.000000, 8.621000, 44.568001, 9.818601, berries; yam; bagels; bacon; cream cheese
dish_1567801716, 101.042000, 38.000000, 3.572000, 12.730000, 4.256000, cheese pizza
dish_1551323662, 173.690002, 192.000000, 1.655000, 16.837999, 23.303999, bean(seed); shrimp; oatmeal
dish_1562790224, 312.749756, 116.000000, 30.397385, 7.830093, 6.847874, walnuts; salt; mustard; olive oil; blueberries; arugula; vinegar; chard; pepper
dish_1551237710, 182.500000, 73.000000, 10.950001, 0.000000, 18.980000, beef
dish_1550875400, 217.380005, 159.000000, 18.417999, 7.188000, 18.688000, fish; cantaloupe; cheese
dish_1551563925, 59.450001, 41.000000, 2.460000, 0.615000, 8.610000, ham
dish_1551225106, 149.559998, 250.000000, 1.452000, 33.360001, 3.825000, apple; noodles; cauliflower
dish_1550772270, 235.410004, 239.000000, 10.299001, 24.686001, 11.170000, berries; scrambled eggs; potatoes
dish_1568143326, 306.131805, 230.000000, 21.738684, 12.966171, 17.740976, sun dried tomatoes; jalapenos; tatsoi; spinach (raw); mustard; onions; vinegar; salt; broccoli; shallots; steak; brown rice; cucumbers; lemon juice; parsley; olive oil; garlic; cilantro
dish_1550785292, 12.600000, 45.000000, 0.180000, 2.385000, 0.990000, mixed greens
dish_1551399449, 275.180023, 92.000000, 18.170000, 25.939999, 6.840000, nuts; corn; potato chips
dish_1564516483, 364.234009, 374.000000, 21.987663, 19.922529, 44.513561, snow peas; garlic; carrot; pepper; white beans; olive oil; salt; lime; parsley; onions; chicken breast; chive; artichokes; cherry tomatoes; fish; olives; bell peppers; arugula
dish_1556575273, 103.300003, 152.000000, 6.882000, 10.618000, 2.868000, celery; olives; brussels sprouts
dish_1559675101, 13.330000, 31.000000, 0.093000, 2.790000, 1.054000, brussels sprouts
dish_1565210009, 263.816223, 290.000000, 8.292127, 35.541317, 13.797193, olive oil; lemon juice; kale; onions; salt; green beans; garlic; pineapple; white rice; cilantro; pepper; vinegar; chicken thighs; brussels sprouts
dish_1560455224, 181.740845, 244.000000, 6.249522, 28.741323, 5.392316, arugula; mustard; vinegar; mixed greens; carrot; pumpkin seeds; lettuce; salt; honeydew melons; green beans; wild rice; olive oil
dish_1563563492, 192.370255, 176.000000, 8.663634, 21.364147, 8.011463, olive oil; pizza; bok choy
dish_1564159588, 477.151001, 113.000000, 37.142998, 3.405000, 30.713001, turkey bacon; sausage; bacon
dish_1563551220, 561.703552, 558.000000, 14.519855, 79.790924, 28.948807, cream cheese; berries; greek yogurt; milk; chia seeds; bagels; egg whites; olive oil; sweet potato
dish_1562704616, 317.781311, 213.000000, 14.621559, 23.763105, 20.953781, onions; vinegar; squash; bok choy; millet; beef; salt; cheese pizza; spinach (cooked); shallots; olive oil
dish_1551492666, 29.930000, 41.000000, 1.968000, 0.779000, 3.280000, tofu
dish_1551225501, 242.804001, 225.000000, 11.254000, 34.998001, 19.423000, apple; fish; bread
dish_1566329203, 94.250000, 377.000000, 1.131000, 18.850000, 6.786000, cauliflower
dish_1562961650, 555.712891, 312.000000, 32.363281, 40.293480, 45.515503, quinoa; white rice; pork; jalapenos; pizza; onions; olive oil; cilantro; salt; garlic; soy sauce; tomatillo; fish; bok choy; arugula; lemon juice; sugar; pepper
dish_1562008695, 18.000000, 72.000000, 0.216000, 3.600000, 1.296000, cauliflower
dish_1568319725, 111.637299, 59.000000, 11.509647, 2.241285, 0.581418, olive oil; mustard; cucumbers; salt; garlic; bell peppers; radishes; vinegar
dish_1563998244, 259.479187, 170.000000, 10.330991, 16.383186, 24.273895, roasted potatoes; white wine; basil; cream; oregano; pepper; arugula; mushroom; shallots; garlic; salt; butter; lemon juice; rosemary; olive oil; thyme; wheat berry; chicken
dish_1558641211, 3.280000, 8.000000, 0.016000, 0.800000, 0.072000, carrot
dish_1561491121, 31.457470, 28.000000, 2.923962, 1.182557, 0.565848, salt; garlic; olive oil; mustard; blueberries; vinegar; spinach (raw); radishes
dish_1566230377, 433.749969, 772.000000, 4.375000, 42.874001, 49.589005, egg whites; berries; salsa; sweet potato; olive oil
dish_1562009006, 470.716644, 323.000000, 25.425642, 21.063570, 38.975388, wheat berry; olive oil; jalapenos; pork; salt; pizza; cabbage; garlic; caesar salad; carrot; parsley; lemon juice; mayonnaise; pepper
dish_1558723894, 757.612976, 405.000000, 50.550999, 68.302002, 26.312002, almonds; cauliflower; corn on the cob; apple
dish_1551567694, 30.000000, 60.000000, 0.060000, 7.800000, 0.300000, pineapple
dish_1559240089, 202.821503, 385.000000, 0.969884, 51.542568, 2.443778, salt; pepper; olive oil; carrot; orange; pears
dish_1551323309, 85.760002, 16.000000, 5.600000, 8.480000, 1.120000, potato chips
dish_1560800951, 102.825645, 168.000000, 4.309042, 14.129096, 4.287562, parsley; cauliflower; kale; lemon juice; olive oil; pepper; bulgur; chickpeas; salt
dish_1560270585, 43.800003, 114.000000, 0.180000, 11.256000, 0.636000, pineapple; watermelon
dish_1558379876, 1148.250977, 374.000000, 89.766998, 32.146000, 68.292000, deprecated; sausage; almonds
dish_1557936599, 22.049999, 63.000000, 0.252000, 4.410000, 1.512000, broccoli
dish_1551488572, 139.610001, 23.000000, 12.420000, 4.830000, 4.600000, nuts
dish_1562611649, 278.488983, 146.000000, 17.101799, 20.045015, 12.508038, radishes; pepperoni pizza; steak; vinegar; blueberries; kale; lemon juice; salt; cilantro; pineapple; jalapenos; spinach (raw); onions; mustard; olive oil; white rice; garlic
dish_1559838279, 103.699997, 114.000000, 3.678000, 14.952001, 3.702000, bacon; berries
dish_1560801859, 428.704285, 262.000000, 20.070465, 33.458454, 28.334389, squash; onions; pepperoni pizza; arugula; parsley; garlic; white rice; cauliflower; rosemary; salt; zucchini; pork; olive oil
dish_1550705445, 4.000000, 40.000000, 0.000000, 0.800000, 0.400000, cucumbers
dish_1568146977, 375.570007, 345.000000, 7.780000, 8.892000, 65.332001, mixed greens; chicken; broccoli
dish_1563566674, 100.893005, 88.000000, 6.933340, 9.706854, 1.818408, olive oil; olives; wheat berry
dish_1567107049, 107.202995, 23.000000, 6.624000, 11.454000, 1.426000, brownies
dish_1551228930, 14.400001, 36.000000, 0.072000, 3.240000, 0.720000, bell peppers
dish_1567537457, 297.765015, 361.000000, 12.137429, 36.091728, 12.930025, vinaigrette; pineapple; white rice; feta cheese; onions; cucumbers; olive oil; kale; lettuce; cherry tomatoes; cantaloupe; olives; chicken thighs; vinegar; lemon juice; salt; cilantro; bell peppers; broccoli; garlic
dish_1558637896, 84.870003, 123.000000, 0.246000, 22.140001, 0.861000, grapes
dish_1568146942, 350.720001, 274.000000, 7.496000, 3.922000, 63.627998, chicken; mixed greens
dish_1558719215, 17.280001, 96.000000, 0.192000, 3.744000, 0.864000, cherry tomatoes
dish_1568233444, 275.840027, 68.000000, 30.152000, 2.014000, 0.836000, olive oil; mixed greens
dish_1550797791, 292.003998, 167.000000, 17.580000, 19.098000, 14.083000, sausage; potatoes; orange
dish_1558721559, 37.720001, 92.000000, 0.184000, 9.200000, 0.828000, carrot
dish_1551399100, 156.169998, 145.000000, 6.042000, 7.536000, 19.712002, chicken; cheese; lemon
dish_1551395269, 139.410004, 113.000000, 2.094000, 5.964000, 24.362000, shrimp; chicken; corn
dish_1566242066, 46.000000, 40.000000, 4.280000, 2.520000, 0.320000, olives
dish_1563305321, 32.936092, 67.000000, 0.792689, 6.608891, 0.595280, salt; carrot; olive oil; pepper
dish_1558630600, 73.839996, 142.000000, 0.284000, 19.879999, 0.426000, apple
dish_1566328894, 236.650986, 89.000000, 8.366000, 29.815001, 9.968000, cheese pizza
dish_1550712622, 245.620010, 148.000000, 19.544001, 13.500000, 8.870000, nuts; bell peppers; cucumbers
dish_1567022147, 34.920002, 128.000000, 0.256000, 7.746000, 1.746000, cherry tomatoes; bell peppers
dish_1559841023, 73.599998, 46.000000, 4.600000, 1.380000, 6.440000, chicken apple sausage
dish_1551392654, 125.589996, 111.000000, 7.965000, 8.582000, 7.713000, tofu; potato chips; mushroom
dish_1565210073, 364.416199, 511.000000, 11.813126, 49.916317, 19.357193, salt; lemon juice; olive oil; brussels sprouts; cilantro; garlic; pepper; white rice; pineapple; chicken thighs; vinegar; green beans; onions; kale; caesar salad
dish_1562861125, 190.807861, 235.000000, 10.123939, 3.194394, 18.992727, bell peppers; mustard; cucumbers; salt; garlic; egg whites; olive oil; vinegar; radishes
dish_1564171970, 498.821136, 396.000000, 21.673965, 33.298721, 42.539974, garlic; salt; lemon juice; cucumbers; tatsoi; olive oil; wheat berry; thyme; kale; parsley; brown rice; arugula; salmon; pepper
dish_1567542914, 513.996338, 297.000000, 21.440739, 49.357723, 29.848644, chili; pineapple; chicken thighs; white rice; pepper; soy sauce; orange juice; lemon juice; kale; olive oil; garlic; green onions; cilantro; salt; broccoli; cheese pizza; carrot; vinegar; onions; beef
dish_1566931674, 990.989014, 531.000000, 76.803001, 23.140001, 58.401997, chicken; mixed greens; avocado; broccoli; parmesan cheese; olive oil; olives
dish_1560454513, 54.444004, 62.000000, 4.520726, 3.293843, 0.995490, garlic; olive oil; cucumbers; mixed greens; carrot; green beans; salt; cherry tomatoes; parsley; vinegar
dish_1560270630, 120.560005, 215.000000, 0.180000, 29.436001, 1.646000, pineapple; watermelon; sweet potato
dish_1558115601, 85.470001, 111.000000, 0.111000, 18.870001, 2.220000, potatoes
dish_1551374021, 48.450001, 85.000000, 0.255000, 11.900000, 0.595000, berries
dish_1562871448, 295.850922, 276.000000, 6.439623, 48.992832, 10.163342, white rice; squash; salt; cheese pizza; brussels sprouts; pepper; olive oil
dish_1558029923, 279.550995, 200.000000, 9.596000, 38.301998, 10.452001, bacon; yam; cantaloupe
dish_1565898723, 603.390259, 588.000000, 12.773447, 19.593021, 98.138496, shallots; green beans; cherry tomatoes; ginger; jalapenos; onions; olive oil; tuna; garlic; lime; cilantro; salmon; olives; salt; brown rice; spinach (raw); lemon juice; carrot; chili
dish_1551393069, 81.899994, 63.000000, 0.189000, 17.639999, 1.701000, white rice
dish_1565194684, 196.559998, 378.000000, 0.756000, 2.646000, 37.799999, egg whites
dish_1551314496, 26.840000, 44.000000, 0.220000, 6.600000, 0.484000, kiwi
dish_1568401167, 426.360016, 228.000000, 20.976000, 20.976000, 36.936001, tuna salad
dish_1550708556, 99.160004, 67.000000, 7.370000, 1.072000, 6.700000, scrambled eggs
dish_1563813221, 19.402905, 38.000000, 0.486194, 3.369661, 1.272276, salt; pepper; olive oil; brussels sprouts
dish_1561997900, 84.599998, 60.000000, 4.080000, 10.800000, 1.260000, roasted potatoes
dish_1563309315, 613.176880, 462.000000, 19.933886, 13.225592, 91.965950, olives; chicken; parsley; spinach (raw); wheat berry; thyme; olive oil; salt; lemon juice; shallots; bell peppers; lettuce; garlic
dish_1551381555, 189.799988, 77.000000, 9.259999, 16.177999, 10.700001, tortilla; cheese; bean(seed)
dish_1560443437, 116.279999, 204.000000, 0.612000, 28.559999, 1.428000, berries
dish_1550771606, 194.240005, 32.000000, 17.280001, 6.720000, 6.400000, nuts
dish_1551139576, 59.099998, 150.000000, 0.362000, 13.140000, 3.088000, cantaloupe; brussels sprouts; bell peppers
dish_1562963583, 138.320007, 52.000000, 5.044000, 17.160000, 5.720000, pizza
dish_1565107119, 426.374634, 562.000000, 13.054049, 24.603952, 45.551220, sweet potato; scrambled eggs; olive oil; egg whites
dish_1551379922, 348.470032, 166.000000, 27.412001, 20.560001, 11.422000, potato chips; cauliflower; nuts
dish_1563553756, 309.145813, 124.000000, 21.251612, 14.047483, 16.136000, mixed greens; granola; blackberries; vinaigrette; bacon; raspberries
dish_1565020755, 43.279999, 8.000000, 3.360000, 0.112000, 2.960000, bacon
dish_1565119642, 26.520000, 78.000000, 0.351000, 4.953000, 1.989000, kale; chard
dish_1551377874, 223.309998, 213.000000, 8.291000, 34.719997, 4.805000, potato chips; oatmeal; berries
dish_1560526408, 67.098175, 51.000000, 6.105806, 2.743767, 1.344815, blueberries; parsley; mustard; salt; carrot; almonds; spinach (raw); vinegar; olive oil
dish_1564427455, 354.260040, 218.000000, 23.956001, 4.212000, 31.222000, grilled chicken; olives; cherry tomatoes
dish_1564429184, 389.657990, 202.000000, 22.018000, 18.786001, 37.975998, tempeh
dish_1562950018, 200.220001, 142.000000, 9.656000, 25.560001, 2.982000, roasted potatoes
dish_1566502061, 408.339417, 385.000000, 18.961866, 33.701878, 28.911758, pork; corn on the cob; bok choy; pepper; garlic; soy sauce; white rice; sugar; salt; olive oil
dish_1558639167, 80.079994, 154.000000, 0.308000, 21.559999, 0.462000, apple
dish_1551565321, 88.229996, 172.000000, 5.615000, 10.167000, 2.470000, cauliflower; olives; lemon
dish_1562788816, 506.603485, 320.000000, 24.274418, 44.322498, 37.731705, cherry tomatoes; pork; corn on the cob; onions; parsley; olive oil; country rice; lemon juice; fish; pepper; white rice; brown rice; vinegar; basil; salt; broccoli; garlic; shallots; green onions
dish_1558719040, 31.960001, 94.000000, 0.188000, 7.520000, 0.752000, cantaloupe
dish_1550875293, 144.720001, 36.000000, 11.880000, 0.468000, 9.000000, cheese
dish_1551493159, 330.816010, 96.000000, 26.208000, 4.032000, 18.528000, sausage
dish_1567801748, 169.072418, 71.000000, 6.686759, 16.373152, 10.276019, cheese pizza; sugar; soy sauce; garlic; salt; white rice; bok choy; pepper; pork
dish_1559844063, 139.810013, 277.000000, 0.431000, 36.559998, 1.339000, strawberries; pears
dish_1565036953, 586.944702, 443.000000, 26.309841, 46.808929, 40.449074, green onions; chili; chicken thighs; white rice; cauliflower; vinegar; caesar salad; brown rice; onions; basil; orange juice; soy sauce; olive oil; lemon juice; broccoli; salt; beef; radishes; roasted potatoes; parsley; kale; arugula; thyme; garlic; cheese pizza
dish_1559848857, 28.089998, 53.000000, 0.159000, 6.890000, 0.424000, mandarin oranges
dish_1551124221, 99.160004, 67.000000, 7.370000, 1.072000, 6.700000, scrambled eggs
dish_1550796058, 47.309998, 83.000000, 0.249000, 11.620000, 0.581000, berries
dish_1551568200, 38.189999, 67.000000, 0.201000, 9.380000, 0.469000, berries
dish_1558375667, 687.939026, 119.000000, 58.904999, 27.013000, 26.656000, almonds
dish_1558640705, 96.759995, 234.000000, 0.468000, 24.737000, 1.315000, cherry tomatoes; apple; cantaloupe
dish_1561407312, 127.826668, 121.000000, 3.911226, 13.537315, 9.589523, chicken; white rice; onions; pepper; couscous; ginger; olive oil; green onions; mustard; garlic; carrot; cherry tomatoes; spinach (raw); vinegar; green beans; salt; broccoli; pears; mixed greens; soy sauce
dish_1560799368, 108.403069, 53.000000, 6.012894, 1.962151, 10.820528, white rice; rosemary; parsley; onions; zucchini; olive oil; salt; pork; arugula; garlic
dish_1563911156, 140.448929, 96.000000, 4.935409, 5.319837, 17.850359, olive oil; onions; pepper; tomatoes; millet; bell peppers; chicken; salt; garlic; spinach (raw); jalapenos
dish_1557937715, 20.669998, 39.000000, 0.273000, 4.680000, 0.468000, raspberries
dish_1562009894, 244.807220, 200.000000, 12.012504, 29.885567, 5.628496, goat cheese; olives; garlic; vinegar; brown rice; olive oil; mustard; salt; pears; mixed greens
dish_1558725621, 349.220032, 223.000000, 25.268999, 23.760002, 15.818001, brussels sprouts; almonds; cauliflower
dish_1563464627, 310.500000, 115.000000, 9.200000, 46.345001, 10.718000, cream cheese; bagels
dish_1565898511, 57.160000, 102.000000, 4.404000, 4.938000, 0.878000, cherry tomatoes; olives
dish_1564159543, 284.174988, 57.000000, 21.855000, 1.053000, 19.905001, bacon; turkey bacon
dish_1563812535, 298.893005, 266.000000, 14.202999, 3.038000, 35.959000, turkey bacon; egg whites
dish_1560526447, 88.592773, 70.000000, 8.156130, 3.411251, 1.750025, salt; carrot; cucumbers; almonds; mustard greens; olive oil; mustard; parsley; vinegar; spinach (raw); blueberries; garlic; tomatoes
dish_1559149650, 26.240000, 64.000000, 0.128000, 6.400000, 0.576000, carrot
dish_1561575300, 326.780029, 199.000000, 17.627951, 9.163404, 30.701891, olive oil; onions; salt; bell peppers; shallots; spinach (cooked); millet; bok choy; beef; vinegar
dish_1551323794, 25.809999, 89.000000, 0.267000, 8.010000, 0.979000, lemon
dish_1551375981, 19.250000, 55.000000, 0.220000, 3.850000, 1.320000, broccoli
dish_1563564797, 411.264465, 310.000000, 24.779562, 30.171246, 32.680634, white rice; carrot; eggs; chard; wheat berry; cream; ground turkey; thyme; kale; parsley; celery; chive; shallots; corn on the cob; croutons; mushroom; parmesan cheese; fish; cherry tomatoes; olive oil; caesar dressing; onions; lemon juice; salt; garlic
dish_1563551164, 339.756073, 270.000000, 8.327854, 46.757149, 17.756741, bagels; sweet potato; olive oil; egg whites; cream cheese
dish_1568048053, 607.200073, 356.000000, 43.039101, 10.333097, 44.270805, chicken apple sausage; turkey bacon; scrambled eggs; olive oil; broccoli
dish_1561575274, 305.180023, 145.000000, 17.519951, 4.303404, 29.621891, olive oil; onions; salt; shallots; spinach (cooked); millet; bok choy; beef; vinegar
dish_1564073716, 214.527802, 295.000000, 6.074293, 11.192709, 24.807318, scrambled eggs; olive oil; sweet potato; egg whites
dish_1566934455, 528.042908, 395.000000, 43.884827, 39.282497, 49.670044, pepper; arugula; cookies; artichokes; olive oil; parsley; snow peas; onions; salt; lime; chive; garlic; fish; white beans; cheese pizza; cauliflower; bell peppers
dish_1563395374, 158.333496, 84.000000, 5.430935, 21.049206, 6.314544, cheese pizza; pepper; olive oil; carrot; salt
dish_1562012048, 278.973877, 248.000000, 5.299119, 47.483944, 10.388004, quinoa; salt; arugula; parsley; thyme; lemon juice; olive oil; garlic; shallots
dish_1566413419, 285.830017, 280.000000, 11.570001, 11.296000, 36.287003, chicken; avocado; spinach (raw); broccoli
dish_1551225666, 5.500000, 25.000000, 0.075000, 0.825000, 0.775000, mushroom
dish_1558115282, 74.879997, 144.000000, 0.288000, 0.432000, 20.160000, deprecated
dish_1551235669, 68.339996, 17.000000, 5.610000, 0.221000, 4.250000, cheese
dish_1568401233, 490.393372, 418.000000, 22.600721, 32.332966, 38.631962, salt; squash; carrot; tuna salad; olive oil
dish_1551377828, 223.310013, 213.000000, 8.290999, 34.720001, 4.805000, potato chips; berries; oatmeal
dish_1562095283, 229.517426, 197.000000, 19.747328, 11.772673, 5.268715, onions; cucumbers; mustard; salt; garlic; sun dried tomatoes; vinegar; spinach (raw); olive oil
dish_1560541706, 110.802574, 140.000000, 9.221268, 6.250251, 2.981884, walnuts; salt; mustard; olive oil; vinegar; chard; blueberries; arugula; pepper; cauliflower
dish_1551375650, 90.279999, 61.000000, 6.710000, 0.976000, 6.100000, scrambled eggs
dish_1551122952, 190.139999, 160.000000, 9.438000, 16.685999, 10.151999, oatmeal; bacon; mixed greens
dish_1550712729, 317.032013, 92.000000, 25.116001, 3.864000, 17.756001, sausage
dish_1565798558, 88.315727, 109.000000, 7.178836, 5.533271, 1.954783, lime; salt; mixed greens; olive oil; cucumbers; onions; vinegar; broccoli; pepper; cherry tomatoes; lettuce
dish_1562703447, 384.426239, 259.000000, 17.955580, 37.651039, 18.510515, salt; spinach (cooked); vinegar; millet; berries; beef; shallots; mixed greens; onions; olive oil; pizza; lemon juice; parsley; bok choy; apple
dish_1562690047, 68.642334, 68.000000, 6.488747, 2.514018, 0.926227, mixed greens; onions; lime; lettuce; cucumbers; olive oil; vinegar; cherry tomatoes; pepper; salt
dish_1563206562, 98.208679, 68.000000, 3.913208, 15.203773, 0.833962, yam; sweet potato; olive oil
dish_1561577219, 308.891754, 216.000000, 14.285876, 26.319092, 19.739084, chard; tofu; vinegar; arugula; pepper; mushroom; thyme; chicken; oregano; salt; cheese pizza; garlic; mustard; shallots; butter; eggplant; blueberries; wheat berry; cream; walnuts; roasted potatoes; basil; lemon juice; white wine; rosemary; olive oil
dish_1559158425, 2.990000, 13.000000, 0.052000, 0.468000, 0.377000, spinach (raw)
dish_1551563400, 317.886017, 126.000000, 25.141001, 6.766000, 16.000999, olives; carrot; sausage
dish_1558030383, 140.660004, 26.000000, 10.920000, 0.364000, 9.620000, bacon
dish_1561663541, 124.320000, 112.000000, 1.008000, 25.760000, 2.912000, brown rice
dish_1558379588, 74.360001, 143.000000, 0.286000, 0.429000, 20.020000, deprecated
dish_1551221853, 24.250000, 97.000000, 0.291000, 4.850000, 1.746000, cauliflower
dish_1565036865, 434.854675, 199.000000, 19.686844, 27.427927, 34.376076, broccoli; green onions; parsley; garlic; lemon juice; onions; white rice; chili; salt; soy sauce; orange juice; thyme; olive oil; arugula; kale; vinegar; brown rice; chicken thighs; basil; radishes; cheese pizza; beef
dish_1561654732, 242.360001, 191.000000, 14.850000, 12.240000, 14.060000, sweet potato; scrambled eggs
dish_1567110519, 100.944618, 100.000000, 9.542274, 3.697084, 1.362099, lettuce; lime; mixed greens; pepper; onions; cucumbers; olive oil; vinegar; salt; cherry tomatoes
dish_1565725071, 109.659996, 190.000000, 5.000000, 16.572001, 2.546000, olives; carrot; bell peppers
dish_1550793192, 37.959999, 73.000000, 0.146000, 10.220000, 0.219000, apple
dish_1551139764, 55.734001, 21.000000, 0.882000, 8.883000, 2.835000, bread
dish_1551391438, 25.740000, 26.000000, 0.078000, 0.052000, 6.240000, shrimp
dish_1562702379, 100.882935, 227.000000, 6.206042, 9.873425, 3.944872, lettuce; cherry tomatoes; bell peppers; cucumbers; feta cheese; onions; olives; cauliflower; vinaigrette
dish_1550772551, 229.589996, 225.000000, 13.122000, 15.450000, 13.708001, bacon; broccoli; cantaloupe
dish_1560975491, 37.840000, 86.000000, 1.806000, 3.698000, 2.752000, caesar salad
dish_1566413388, 207.429993, 231.000000, 4.220000, 6.886000, 35.307003, chicken; spinach (raw); broccoli
dish_1563813360, 268.482910, 163.000000, 16.533194, 15.211660, 15.767277, salt; pepper; brussels sprouts; olive oil; bacon; pineapple
dish_1560974769, 3943.325195, 3051.000000, 10.976549, 844.568604, 83.749603, spinach (raw); tortilla chips; corn; cheese; white rice; cherry tomatoes; lime; tomatoes; chili; garlic; salt; sour cream; onions; black beans
dish_1564427430, 345.620026, 170.000000, 23.860001, 2.340000, 30.790001, grilled chicken; olives
dish_1559925083, 125.135506, 81.000000, 4.271000, 16.966999, 4.623000, yam; sweet potato; bacon
dish_1565898331, 155.993118, 100.000000, 6.518404, 4.592838, 18.113056, spinach (raw); olive oil; lime; cilantro; garlic; shallots; chili; salt; lemon juice; ginger; salmon; brown rice; jalapenos; onions
dish_1551317589, 44.799999, 32.000000, 0.192000, 7.680000, 2.880000, bean(seed)
dish_1550861670, 142.080002, 96.000000, 10.559999, 1.536000, 9.600000, scrambled eggs
dish_1561134156, 118.540001, 220.000000, 0.342000, 28.776001, 1.696000, watermelon; berries; sweet potato
dish_1550779336, 452.588013, 288.000000, 30.136002, 22.596001, 23.920000, broccoli; berries; sausage
dish_1551319895, 60.630001, 129.000000, 0.129000, 15.480000, 1.161000, orange
dish_1568233478, 718.040039, 336.000000, 39.799999, 2.014000, 83.916000, mixed greens; chicken; olive oil
dish_1559240875, 116.116005, 203.000000, 0.203000, 30.855999, 0.812000, pears
dish_1565209922, 201.565338, 169.000000, 6.256306, 25.567343, 10.335444, kale; lemon juice; onions; salt; garlic; white rice; pineapple; cilantro; vinegar; olive oil; chicken thighs
dish_1564169197, 116.449997, 50.000000, 6.500000, 8.950000, 5.500000, sandwiches
dish_1561060448, 109.018997, 41.000000, 3.854000, 13.735001, 4.592000, cheese pizza
dish_1551492762, 103.279999, 194.000000, 6.483000, 8.936000, 5.644000, cauliflower; tofu; olives
dish_1565811390, 205.092285, 266.000000, 7.622345, 21.704550, 14.384672, salmon; bok choy; salt; arugula; olive oil; brown rice; wheat berry; thyme; pepper
dish_1567785622, 30.779999, 54.000000, 0.162000, 7.560000, 0.378000, berries
dish_1551567004, 70.650002, 85.000000, 5.157000, 4.806000, 3.093000, olives; tofu; carrot
dish_1551381404, 50.399998, 36.000000, 0.216000, 8.639999, 3.240000, bean(seed)
dish_1565809033, 341.419983, 433.000000, 1.630000, 16.746000, 62.691998, bell peppers; onions; cherry tomatoes; tuna
dish_1563389446, 117.787598, 173.000000, 8.123614, 10.055328, 3.871456, garlic; radishes; blueberries; spinach (raw); vinegar; olive oil; mustard; broccoli; salt
dish_1562617492, 558.557800, 373.000000, 27.255165, 39.354103, 39.668491, radishes; brown rice; vinegar; kale; onions; cilantro; roasted potatoes; garlic; caesar salad; pineapple; steak; arugula; pepperoni pizza; jalapenos; chicken thighs; white rice; thyme; olive oil; parsley; lemon juice; basil; broccoli; salt
dish_1568233403, 10.640000, 38.000000, 0.152000, 2.014000, 0.836000, mixed greens
dish_1558628339, 70.330002, 13.000000, 5.460000, 0.182000, 4.810000, bacon
dish_1560356627, 980.047974, 301.000000, 75.973999, 6.920000, 63.124001, scrambled eggs; bacon; sausage
dish_1566847483, 476.231934, 314.000000, 28.970854, 24.980385, 29.644312, vinegar; salt; shallots; blueberries; cabbage; olive oil; parsley; arugula; lemon juice; mayonnaise; pecans; wheat berry; pork; carrot; thyme; garlic; mustard; jalapenos; chard; pepper; quinoa
dish_1562785159, 265.662659, 315.000000, 27.183800, 15.681798, 32.891556, green onions; salt; caesar salad; country rice; onions; olive oil; fish; garlic
dish_1560455179, 103.320847, 150.000000, 5.987522, 12.081323, 1.908316, carrot; honeydew melons; pumpkin seeds; lettuce; mustard; salt; olive oil; arugula; vinegar; mixed greens
dish_1568056258, 506.357971, 485.000000, 13.480000, 16.415001, 77.393005, olives; carrot; chicken; caesar dressing; cherry tomatoes; onions
dish_1558637351, 80.079994, 154.000000, 0.308000, 21.559999, 0.462000, apple
dish_1562875273, 495.910278, 306.000000, 17.108229, 39.235752, 44.831676, caesar salad; pepper; spinach (raw); squash; wheat berry; rosemary; lemon juice; pizza; parsley; garlic; green beans; thyme; olive oil; basil; zucchini; salt; chicken
dish_1551489885, 43.500000, 30.000000, 1.800000, 0.450000, 6.300000, ham
dish_1562099134, 271.641266, 188.000000, 14.042557, 18.565031, 17.734715, eggplant; chicken thighs; mushroom; vinegar; cherry tomatoes; lime; mixed greens; spinach (cooked); garlic; shallots; lemon juice; onions; olive oil; pepper; quinoa; wine; carrot; cheese pizza; salt; lettuce; cucumbers; squash
dish_1565118096, 656.429932, 588.000000, 13.032000, 49.997002, 82.443001, chicken breast; tuna; cheese pizza; cherry tomatoes; bell peppers; carrot; pineapple
dish_1558116260, 433.575012, 75.000000, 37.125000, 17.025000, 16.800001, almonds
dish_1551235759, 324.500000, 262.000000, 16.138000, 21.580999, 23.791998, beef; orange; cheese
dish_1550774815, 32.489998, 57.000000, 0.171000, 7.980000, 0.399000, berries
dish_1563986093, 239.029999, 215.000000, 14.341000, 14.228001, 13.409000, berries; scrambled eggs
dish_1551563294, 32.200001, 28.000000, 2.996000, 1.764000, 0.224000, olives
